71,71,73,71,71,70,73
71,73,73,71,70,70,71
73,73,71,70,70,71,71
73,71,71,70,71,71,70
71,71,70,71,71,68,70
71,70,70,71,68,68,71
70,70,71,68,68,71,71
70,71,71,68,71,71,68
71,71,68,71,71,73,68
71,68,68,71,73,73,71
68,68,71,73,73,71,71
68,71,71,73,71,71,73
71,71,73,71,71,70,73
71,73,73,71,70,70,71
73,73,71,70,70,71,71
73,71,71,70,71,71,70
71,71,70,71,71,69,70
71,70,70,71,69,69,71
70,70,71,69,69,71,71
70,71,71,69,71,71,69
71,71,69,71,71,73,69
71,69,69,71,73,73,71
69,69,71,73,73,71,71
69,71,71,73,71,71,73
71,71,73,71,71,70,73
71,73,73,71,70,70,71
73,73,71,70,70,71,71
73,71,71,70,71,71,70
71,71,70,71,71,75,70
71,70,70,71,75,75,71
70,70,71,75,75,75,71
70,71,71,75,75,75,75
71,71,75,75,75,75,75
71,75,75,75,75,75,75
75,75,75,75,75,75,75
75,75,75,75,75,75,75
75,75,75,75,75,73,75
75,75,75,75,73,73,75
75,75,75,73,73,73,75
75,75,75,73,73,73,73
75,75,73,73,73,73,73
75,73,73,73,73,73,73
73,73,73,73,73,71,73
73,73,73,73,71,71,73
73,73,73,71,71,71,73
73,73,73,71,71,71,71
73,73,71,71,71,73,71
73,71,71,71,73,73,71
71,71,71,73,73,71,71
71,71,71,73,71,71,73
71,71,73,71,71,70,73
71,73,73,71,70,70,71
73,73,71,70,70,71,71
73,71,71,70,71,71,70
71,71,70,71,71,68,70
71,70,70,71,68,68,71
70,70,71,68,68,71,71
70,71,71,68,71,71,68
71,71,68,71,71,73,68
71,68,68,71,73,73,71
68,68,71,73,73,71,71
68,71,71,73,71,71,73
71,71,73,71,71,70,73
71,73,73,71,70,70,71
73,73,71,70,70,71,71
73,71,71,70,71,71,70
71,71,70,71,71,69,70
71,70,70,71,69,69,71
70,70,71,69,69,71,71
70,71,71,69,71,71,69
71,71,69,71,71,73,69
71,69,69,71,73,73,71
69,69,71,73,73,71,71
69,71,71,73,71,71,73
71,71,73,71,71,70,73
71,73,73,71,70,70,71
73,73,71,70,70,71,71
73,71,71,70,71,71,70
71,71,70,71,71,75,70
71,70,70,71,75,75,71
70,70,71,75,75,75,71
70,71,71,75,75,75,75
71,71,75,75,75,75,75
71,75,75,75,75,75,75
75,75,75,75,75,75,75
75,75,75,75,75,75,75
75,75,75,75,75,71,75
75,75,75,75,71,71,75
75,75,75,71,71,69,75
75,75,75,71,69,69,71
75,75,71,69,69,68,71
75,71,71,69,68,68,69
71,71,69,68,68,66,69
71,69,69,68,66,66,68
69,69,68,66,66,64,68
69,68,68,66,64,64,66
68,68,66,64,64,0,66
74,74,76,74,74,73,76
74,76,76,74,73,73,74
76,76,74,73,73,74,74
76,74,74,73,74,74,73
74,74,73,74,74,71,73
74,73,73,74,71,71,74
73,73,74,71,71,74,74
73,74,74,71,74,74,71
74,74,71,74,74,76,71
74,71,71,74,76,76,74
71,71,74,76,76,74,74
71,74,74,76,74,74,76
74,74,76,74,74,73,76
74,76,76,74,73,73,74
76,76,74,73,73,74,74
76,74,74,73,74,74,73
74,74,73,74,74,72,73
74,73,73,74,72,72,74
73,73,74,72,72,74,74
73,74,74,72,74,74,72
74,74,72,74,74,76,72
74,72,72,74,76,76,74
72,72,74,76,76,74,74
72,74,74,76,74,74,76
74,74,76,74,74,73,76
74,76,76,74,73,73,74
76,76,74,73,73,74,74
76,74,74,73,74,74,73
74,74,73,74,74,78,73
74,73,73,74,78,78,74
73,73,74,78,78,78,74
73,74,74,78,78,78,78
74,74,78,78,78,76,78
74,78,78,78,76,76,78
78,78,78,76,76,76,78
78,78,78,76,76,76,76
78,78,76,76,76,74,76
78,76,76,76,74,74,76
76,76,76,74,74,0,76
62,62,62,62,62,67,62
62,62,62,62,67,67,62
62,62,62,67,67,66,62
62,62,62,67,66,66,67
62,62,67,66,66,64,67
62,67,67,66,64,64,66
67,67,66,64,64,66,66
67,66,66,64,66,66,64
66,66,64,66,66,67,64
66,64,64,66,67,67,66
64,64,66,67,67,69,66
64,66,66,67,69,69,67
66,66,67,69,69,69,67
66,67,67,69,69,69,69
67,67,69,69,69,71,69
67,69,69,69,71,71,69
69,69,69,71,71,69,69
69,69,69,71,69,69,71
69,69,71,69,69,67,71
69,71,71,69,67,67,69
71,71,69,67,67,66,69
71,69,69,67,66,66,67
69,69,67,66,66,64,67
69,67,67,66,64,64,66
67,67,66,64,64,62,66
67,66,66,64,62,62,64
66,66,64,62,62,69,64
66,64,64,62,69,69,62
64,64,62,69,69,69,62
64,62,62,69,69,69,69
62,62,69,69,69,69,69
62,69,69,69,69,69,69
69,69,69,69,69,71,69
69,69,69,69,71,71,69
69,69,69,71,71,69,69
69,69,69,71,69,69,71
69,69,71,69,69,69,71
69,71,71,69,69,69,69
71,71,69,69,69,74,69
71,69,69,69,74,74,69
69,69,69,74,74,72,69
69,69,69,74,72,72,74
69,69,74,72,72,71,74
69,74,74,72,71,71,72
74,74,72,71,71,69,72
74,72,72,71,69,69,71
72,72,71,69,69,67,71
72,71,71,69,67,67,69
71,71,69,67,67,69,69
71,69,69,67,69,69,67
69,69,67,69,69,71,67
69,67,67,69,71,71,69
67,67,69,71,71,72,69
67,69,69,71,72,72,71
69,69,71,72,72,69,71
69,71,71,72,69,69,72
71,71,72,69,69,71,72
71,72,72,69,71,71,69
72,72,69,71,71,69,69
72,69,69,71,69,69,71
69,69,71,69,69,67,71
69,71,71,69,67,67,69
71,71,69,67,67,66,69
71,69,69,67,66,66,67
69,69,67,66,66,67,67
69,67,67,66,67,67,66
67,67,66,67,67,0,66
67,67,69,71,71,71,69
67,69,69,71,71,71,71
69,69,71,71,71,71,71
69,71,71,71,71,71,71
71,71,71,71,71,74,71
71,71,71,71,74,74,71
71,71,71,74,74,72,71
71,71,71,74,72,72,74
71,71,74,72,72,71,74
71,74,74,72,71,71,72
74,74,72,71,71,69,72
74,72,72,71,69,69,71
72,72,71,69,69,71,71
72,71,71,69,71,71,69
71,71,69,71,71,74,69
71,69,69,71,74,74,71
69,69,71,74,74,76,71
69,71,71,74,76,76,74
71,71,74,76,76,76,74
